Country,Year,Production
Japan,1991,38.47
Japan,1992,39.82
Japan,1993,40.129999999999995
Japan,1994,40.63
Japan,1995,44.06
Japan,1996,44.32
Japan,1997,42.28
Japan,1998,42.36
Japan,1999,44.160000000000004
Japan,2000,45.260000000000005
Japan,2001,44.769999999999996
Japan,2002,44.67
Japan,2003,45.0
Japan,2004,44.3
Japan,2005,46.71
Japan,2006,45.81
Japan,2007,46.17
Japan,2008,46.480000000000004
Japan,2009,45.78
Japan,2010,47.650000000000006
Japan,2011,48.78
Japan,2012,49.78
Japan,2013,49.45
Jordan,1991,35.4
Jordan,1992,30.05
Jordan,1993,36.56
Jordan,1994,35.21
Jordan,1995,33.87
Jordan,1996,30.52
Jordan,1997,31.839999999999996
Jordan,1998,30.82
Jordan,1999,33.55
Jordan,2000,36.5
Jordan,2001,37.38
Jordan,2002,36.089999999999996
Jordan,2003,36.66
Jordan,2004,41.42
Jordan,2005,39.9
Jordan,2006,38.77
Jordan,2007,43.42
Jordan,2008,42.6
Jordan,2009,39.99
Jordan,2010,44.44
Jordan,2011,45.62
Jordan,2012,46.15
Jordan,2013,44.79
Kazakhstan,1991,0.0
Kazakhstan,1992,65.0
Kazakhstan,1993,62.21
Kazakhstan,1994,59.64
Kazakhstan,1995,52.23
Kazakhstan,1996,48.54
Kazakhstan,1997,43.230000000000004
Kazakhstan,1998,40.07
Kazakhstan,1999,39.3
Kazakhstan,2000,40.95
Kazakhstan,2001,44.56999999999999
Kazakhstan,2002,46.59
Kazakhstan,2003,48.78
Kazakhstan,2004,51.86
Kazakhstan,2005,55.73
Kazakhstan,2006,61.21
Kazakhstan,2007,62.84
Kazakhstan,2008,63.69
Kazakhstan,2009,63.35
Kazakhstan,2010,65.93
Kazakhstan,2011,69.74
Kazakhstan,2012,68.82
Kazakhstan,2013,67.85
Kenya,1991,14.9
Kenya,1992,14.590000000000002
Kenya,1993,13.66
Kenya,1994,13.26
Kenya,1995,13.02
Kenya,1996,13.17
Kenya,1997,13.259999999999998
Kenya,1998,12.980000000000002
Kenya,1999,13.290000000000001
Kenya,2000,12.219999999999999
Kenya,2001,13.53
Kenya,2002,14.18
Kenya,2003,14.609999999999998
Kenya,2004,14.530000000000001
Kenya,2005,15.370000000000001
Kenya,2006,16.209999999999997
Kenya,2007,17.48
Kenya,2008,17.45
Kenya,2009,17.49
Kenya,2010,16.639999999999997
Kenya,2011,16.040000000000003
Kenya,2012,14.389999999999999
Kenya,2013,14.319999999999999
Kiribati,1991,20.33
Kiribati,1992,20.64
Kiribati,1993,20.43
Kiribati,1994,20.9
Kiribati,1995,27.15
Kiribati,1996,26.73
Kiribati,1997,25.43
Kiribati,1998,27.35
Kiribati,1999,26.869999999999997
Kiribati,2000,28.58
Kiribati,2001,33.09
Kiribati,2002,33.35
Kiribati,2003,37.83
Kiribati,2004,37.25
Kiribati,2005,41.53
Kiribati,2006,40.31
Kiribati,2007,39.46
Kiribati,2008,33.82000000000001
Kiribati,2009,28.6
Kiribati,2010,27.87
Kiribati,2011,31.259999999999998
Kiribati,2012,30.91
Kiribati,2013,32.16
Kuwait,1991,15.8
Kuwait,1992,41.790000000000006
Kuwait,1993,52.13
Kuwait,1994,63.52
Kuwait,1995,70.72
Kuwait,1996,71.97
Kuwait,1997,76.46
Kuwait,1998,75.69
Kuwait,1999,71.76
Kuwait,2000,78.93
Kuwait,2001,83.36
Kuwait,2002,73.95
Kuwait,2003,89.23
Kuwait,2004,103.91000000000001
Kuwait,2005,120.87
Kuwait,2006,94.41999999999999
Kuwait,2007,103.59
Kuwait,2008,106.08000000000001
Kuwait,2009,117.32999999999998
Kuwait,2010,100.49
Kuwait,2011,88.92999999999999
Kuwait,2012,82.06
Kuwait,2013,82.88
Kyrgyzstan,1991,0.0
Kyrgyzstan,1992,46.98
Kyrgyzstan,1993,45.25
Kyrgyzstan,1994,43.089999999999996
Kyrgyzstan,1995,37.67999999999999
Kyrgyzstan,1996,37.25
Kyrgyzstan,1997,39.269999999999996
Kyrgyzstan,1998,40.809999999999995
Kyrgyzstan,1999,39.550000000000004
Kyrgyzstan,2000,38.650000000000006
Kyrgyzstan,2001,38.559999999999995
Kyrgyzstan,2002,37.739999999999995
Kyrgyzstan,2003,35.519999999999996
Kyrgyzstan,2004,35.980000000000004
Kyrgyzstan,2005,34.91
Kyrgyzstan,2006,34.96
Kyrgyzstan,2007,33.92
Kyrgyzstan,2008,34.660000000000004
Kyrgyzstan,2009,37.059999999999995
Kyrgyzstan,2010,37.56
Kyrgyzstan,2011,36.78
Kyrgyzstan,2012,35.14
Kyrgyzstan,2013,32.07
Lao People's Democratic Republic,1991,10.919999999999998
Lao People's Democratic Republic,1992,11.159999999999998
Lao People's Democratic Republic,1993,11.76
Lao People's Democratic Republic,1994,12.02
Lao People's Democratic Republic,1995,13.889999999999999
Lao People's Democratic Republic,1996,13.71
Lao People's Democratic Republic,1997,14.08
Lao People's Democratic Republic,1998,14.24
Lao People's Democratic Republic,1999,15.21
Lao People's Democratic Republic,2000,13.73
Lao People's Democratic Republic,2001,14.589999999999998
Lao People's Democratic Republic,2002,14.950000000000001
Lao People's Democratic Republic,2003,16.67
Lao People's Democratic Republic,2004,16.96
Lao People's Democratic Republic,2005,17.29
Lao People's Democratic Republic,2006,17.91
Lao People's Democratic Republic,2007,18.22
Lao People's Democratic Republic,2008,18.919999999999998
Lao People's Democratic Republic,2009,19.49
Lao People's Democratic Republic,2010,20.21
Lao People's Democratic Republic,2011,19.97
Lao People's Democratic Republic,2012,20.669999999999998
Lao People's Democratic Republic,2013,21.080000000000002
Latvia,1991,0.0
Latvia,1992,66.24
Latvia,1993,65.83999999999999
Latvia,1994,61.07
Latvia,1995,57.29
Latvia,1996,37.6
Latvia,1997,36.739999999999995
Latvia,1998,36.01
Latvia,1999,34.089999999999996
Latvia,2000,37.01
Latvia,2001,39.8
Latvia,2002,46.31
Latvia,2003,52.55
Latvia,2004,55.49
Latvia,2005,59.87
Latvia,2006,60.83
Latvia,2007,64.84
Latvia,2008,68.66
Latvia,2009,65.55
Latvia,2010,65.05
Latvia,2011,68.61999999999999
Latvia,2012,63.89
Latvia,2013,61.1
Lebanon,1991,36.1
Lebanon,1992,40.31
Lebanon,1993,43.03
Lebanon,1994,41.230000000000004
Lebanon,1995,36.89
Lebanon,1996,35.620000000000005
Lebanon,1997,52.33
Lebanon,1998,49.67
Lebanon,1999,51.34
Lebanon,2000,51.730000000000004
Lebanon,2001,48.980000000000004
Lebanon,2002,51.16
Lebanon,2003,51.53
Lebanon,2004,50.790000000000006
Lebanon,2005,50.08
Lebanon,2006,50.56
Lebanon,2007,51.44
Lebanon,2008,52.39
Lebanon,2009,55.95
Lebanon,2010,45.400000000000006
Lebanon,2011,43.76
Lebanon,2012,42.33
Lebanon,2013,39.620000000000005
Lesotho,1991,18.520000000000003
Lesotho,1992,19.03
Lesotho,1993,19.45
Lesotho,1994,17.81
Lesotho,1995,15.660000000000002
Lesotho,1996,15.309999999999999
Lesotho,1997,16.51
Lesotho,1998,15.639999999999999
Lesotho,1999,16.98
Lesotho,2000,17.150000000000002
Lesotho,2001,17.509999999999998
Lesotho,2002,17.57
Lesotho,2003,17.57
Lesotho,2004,17.84
Lesotho,2005,18.389999999999997
Lesotho,2006,22.75
Lesotho,2007,19.25
Lesotho,2008,19.369999999999997
Lesotho,2009,19.790000000000003
Lesotho,2010,20.58
Lesotho,2011,22.429999999999996
Lesotho,2012,20.97
Lesotho,2013,24.6
Liberia,1991,9.76
Liberia,1992,11.600000000000001
Liberia,1993,11.07
Liberia,1994,10.9
Liberia,1995,10.32
Liberia,1996,9.93
Liberia,1997,10.77
Liberia,1998,10.19
Liberia,1999,10.44
Liberia,2000,9.73
Liberia,2001,8.5
Liberia,2002,8.34
Liberia,2003,8.34
Liberia,2004,10.86
Liberia,2005,10.43
Liberia,2006,8.94
Liberia,2007,10.23
Liberia,2008,10.96
Liberia,2009,10.48
Liberia,2010,12.059999999999999
Liberia,2011,15.16
Liberia,2012,16.27
Liberia,2013,16.3
Lithuania,1991,0.0
Lithuania,1992,64.67
Lithuania,1993,53.88999999999999
Lithuania,1994,53.53
Lithuania,1995,52.45
Lithuania,1996,51.0
Lithuania,1997,50.67
Lithuania,1998,51.61
Lithuania,1999,54.529999999999994
Lithuania,2000,49.129999999999995
Lithuania,2001,41.769999999999996
Lithuania,2002,52.89
Lithuania,2003,61.08
Lithuania,2004,70.81
Lithuania,2005,75.72
Lithuania,2006,79.52
Lithuania,2007,84.31
Lithuania,2008,84.55
Lithuania,2009,76.81
Lithuania,2010,73.86
Lithuania,2011,72.5
Lithuania,2012,73.87
Lithuania,2013,77.65
Luxembourg,1991,0.0
Luxembourg,1992,0.0
Luxembourg,1993,0.0
Luxembourg,1994,0.0
Luxembourg,1995,0.0
Luxembourg,1996,0.0
Luxembourg,1997,0.0
Luxembourg,1998,0.0
Luxembourg,1999,0.0
Luxembourg,2000,98.15
Luxembourg,2001,107.87
Luxembourg,2002,96.71000000000001
Luxembourg,2003,102.31
Luxembourg,2004,104.45
Luxembourg,2005,104.63
Luxembourg,2006,102.54
Luxembourg,2007,101.24
Luxembourg,2008,105.08
Luxembourg,2009,98.49000000000001
Luxembourg,2010,98.5
Luxembourg,2011,98.49
Luxembourg,2012,97.4
Luxembourg,2013,98.52000000000001
Madagascar,1991,21.27
Madagascar,1992,20.78
Madagascar,1993,20.37
Madagascar,1994,19.93
Madagascar,1995,19.5
Madagascar,1996,19.74
Madagascar,1997,19.580000000000002
Madagascar,1998,18.1
Madagascar,1999,17.000000000000004
Madagascar,2000,15.600000000000001
Madagascar,2001,13.440000000000001
Madagascar,2002,12.83
Madagascar,2003,12.88
Madagascar,2004,12.719999999999999
Madagascar,2005,14.07
Madagascar,2006,14.690000000000001
Madagascar,2007,14.64
Madagascar,2008,14.74
Madagascar,2009,14.559999999999999
Madagascar,2010,14.610000000000001
Madagascar,2011,14.639999999999999
Madagascar,2012,14.569999999999999
Madagascar,2013,14.13
Malawi,1991,4.62
Malawi,1992,4.75
Malawi,1993,4.65
Malawi,1994,4.39
Malawi,1995,4.8
Malawi,1996,5.53
Malawi,1997,5.01
Malawi,1998,5.15
Malawi,1999,5.17
Malawi,2000,5.550000000000001
Malawi,2001,5.72
Malawi,2002,4.6000000000000005
Malawi,2003,4.7
Malawi,2004,4.98
Malawi,2005,4.67
Malawi,2006,5.07
Malawi,2007,6.1
Malawi,2008,7.25
Malawi,2009,7.97
Malawi,2010,7.5
Malawi,2011,8.389999999999999
Malawi,2012,9.52
Malawi,2013,11.25
Malaysia,1991,41.3
Malaysia,1992,45.709999999999994
Malaysia,1993,49.480000000000004
Malaysia,1994,51.52
Malaysia,1995,51.89
Malaysia,1996,52.019999999999996
Malaysia,1997,51.8
Malaysia,1998,49.6
Malaysia,1999,45.55
Malaysia,2000,44.72
Malaysia,2001,46.65
Malaysia,2002,47.49
Malaysia,2003,47.94
Malaysia,2004,49.82
Malaysia,2005,50.28
Malaysia,2006,52.0
Malaysia,2007,51.36
Malaysia,2008,49.6
Malaysia,2009,52.61
Malaysia,2010,53.83
Malaysia,2011,54.04
Malaysia,2012,54.05
Malaysia,2013,56.25
Maldives,1991,7.370000000000001
Maldives,1992,6.6899999999999995
Maldives,1993,10.02
Maldives,1994,11.99
Maldives,1995,11.61
Maldives,1996,9.87
Maldives,1997,11.8
Maldives,1998,14.0
Maldives,1999,12.990000000000002
Maldives,2000,14.080000000000002
Maldives,2001,14.120000000000001
Maldives,2002,15.56
Maldives,2003,18.59
Maldives,2004,20.17
Maldives,2005,19.189999999999998
Maldives,2006,20.76
Maldives,2007,20.93
Maldives,2008,21.55
Maldives,2009,20.839999999999996
Maldives,2010,22.169999999999998
Maldives,2011,24.33
Maldives,2012,23.5
Maldives,2013,32.41
Mali,1991,20.05
Mali,1992,16.970000000000002
Mali,1993,16.84
Mali,1994,17.39
Mali,1995,17.119999999999997
Mali,1996,17.03
Mali,1997,18.740000000000002
Mali,1998,19.52
Mali,1999,19.650000000000002
Mali,2000,18.25
Mali,2001,19.380000000000003
Mali,2002,20.78
Mali,2003,21.9
Mali,2004,20.36
Mali,2005,22.009999999999998
Mali,2006,21.139999999999997
Mali,2007,21.87
Mali,2008,23.200000000000003
Mali,2009,24.17
Mali,2010,24.470000000000002
Mali,2011,24.51
Mali,2012,21.04
Mali,2013,24.740000000000002
Malta,1991,79.13
Malta,1992,73.89
Malta,1993,70.87
Malta,1994,60.85
Malta,1995,73.71
Malta,1996,75.02
Malta,1997,75.84
Malta,1998,71.93
Malta,1999,76.88000000000001
Malta,2000,74.93
Malta,2001,73.66
Malta,2002,74.42
Malta,2003,78.87
Malta,2004,83.25
Malta,2005,81.06
Malta,2006,82.36
Malta,2007,90.93
Malta,2008,85.11000000000001
Malta,2009,84.8
Malta,2010,83.67
Malta,2011,84.43
Malta,2012,82.56
Malta,2013,86.63
Mauritania,1991,30.93
Mauritania,1992,28.369999999999997
Mauritania,1993,22.6
Mauritania,1994,23.74
Mauritania,1995,23.39
Mauritania,1996,24.599999999999998
Mauritania,1997,25.3
Mauritania,1998,26.369999999999997
Mauritania,1999,26.419999999999998
Mauritania,2000,30.82
Mauritania,2001,31.519999999999996
Mauritania,2002,32.480000000000004
Mauritania,2003,32.459999999999994
Mauritania,2004,31.689999999999998
Mauritania,2005,30.979999999999997
Mauritania,2006,29.669999999999998
Mauritania,2007,28.259999999999998
Mauritania,2008,26.46
Mauritania,2009,28.1
Mauritania,2010,27.700000000000003
Mauritania,2011,28.79
Mauritania,2012,29.4
Mauritania,2013,30.349999999999994
Mauritius,1991,29.909999999999997
Mauritius,1992,31.31
Mauritius,1993,31.57
Mauritius,1994,34.230000000000004
Mauritius,1995,31.25
Mauritius,1996,32.29
Mauritius,1997,32.129999999999995
Mauritius,1998,32.31999999999999
Mauritius,1999,33.83
Mauritius,2000,35.0
Mauritius,2001,38.65
Mauritius,2002,40.34
Mauritius,2003,40.69
Mauritius,2004,43.69
Mauritius,2005,43.47
Mauritius,2006,45.22
Mauritius,2007,47.29
Mauritius,2008,49.33
Mauritius,2009,51.17
Mauritius,2010,51.68
Mauritius,2011,52.730000000000004
Mauritius,2012,53.599999999999994
Mauritius,2013,53.48
Mexico,1991,38.56
Mexico,1992,39.83
Mexico,1993,40.989999999999995
Mexico,1994,43.8
Mexico,1995,43.260000000000005
Mexico,1996,41.6
Mexico,1997,44.83
Mexico,1998,48.589999999999996
Mexico,1999,50.379999999999995
Mexico,2000,53.040000000000006
Mexico,2001,54.79
Mexico,2002,56.5
Mexico,2003,55.989999999999995
Mexico,2004,57.019999999999996
Mexico,2005,58.69
Mexico,2006,59.620000000000005
Mexico,2007,59.92999999999999
Mexico,2008,60.92
Mexico,2009,61.410000000000004
Mexico,2010,61.36
Mexico,2011,60.959999999999994
Mexico,2012,61.260000000000005
Mexico,2013,62.22
Mongolia,1991,117.69000000000001
Mongolia,1992,105.36
Mongolia,1993,92.05999999999999
Mongolia,1994,88.75000000000001
Mongolia,1995,91.26
Mongolia,1996,99.87
Mongolia,1997,104.84
Mongolia,1998,106.9
Mongolia,1999,109.28999999999999
Mongolia,2000,100.68999999999998
Mongolia,2001,87.29
Mongolia,2002,75.17999999999999
Mongolia,2003,70.63
Mongolia,2004,73.98
Mongolia,2005,70.60000000000001
Mongolia,2006,66.47999999999999
Mongolia,2007,71.08
Mongolia,2008,79.98000000000002
Mongolia,2009,87.61000000000001
Mongolia,2010,74.16000000000001
Mongolia,2011,73.60000000000001
Mongolia,2012,79.59
Mongolia,2013,81.10000000000001
Montenegro,1991,0.0
Montenegro,1992,0.0
Montenegro,1993,0.0
Montenegro,1994,0.0
Montenegro,1995,0.0
Montenegro,1996,0.0
Montenegro,1997,0.0
Montenegro,1998,0.0
Montenegro,1999,0.0
Montenegro,2000,0.0
Montenegro,2001,0.0
Montenegro,2002,0.0
Montenegro,2003,0.0
Montenegro,2004,0.0
Montenegro,2005,0.0
Montenegro,2006,61.16
Montenegro,2007,61.52
Montenegro,2008,70.17
Montenegro,2009,70.75
Montenegro,2010,79.25
Montenegro,2011,78.91
Montenegro,2012,83.19999999999999
Montenegro,2013,84.5
Morocco,1991,18.7
Morocco,1992,18.99
Morocco,1993,18.229999999999997
Morocco,1994,17.9
Morocco,1995,18.74
Morocco,1996,18.549999999999997
Morocco,1997,20.42
Morocco,1998,19.599999999999998
Morocco,1999,21.37
Morocco,2000,20.93
Morocco,2001,21.02
Morocco,2002,22.119999999999997
Morocco,2003,22.34
Morocco,2004,22.119999999999997
Morocco,2005,24.27
Morocco,2006,24.759999999999998
Morocco,2007,25.39
Morocco,2008,28.15
Morocco,2009,30.43
Morocco,2010,32.769999999999996
Morocco,2011,34.39
Morocco,2012,34.32
Morocco,2013,35.01
Mozambique,1991,4.9399999999999995
Mozambique,1992,4.91
Mozambique,1993,4.83
Mozambique,1994,5.04
Mozambique,1995,11.229999999999999
Mozambique,1996,11.19
Mozambique,1997,11.11
Mozambique,1998,11.219999999999999
Mozambique,1999,10.850000000000001
Mozambique,2000,10.940000000000001
Mozambique,2001,10.34
Mozambique,2002,10.32
Mozambique,2003,8.51
Mozambique,2004,9.09
Mozambique,2005,9.66
Mozambique,2006,7.700000000000001
Mozambique,2007,8.389999999999999
Mozambique,2008,8.799999999999999
Mozambique,2009,7.97
Mozambique,2010,7.880000000000001
Mozambique,2011,8.23
Mozambique,2012,8.21
Mozambique,2013,8.5
Myanmar,1991,4.890000000000001
Myanmar,1992,5.13
Myanmar,1993,5.3100000000000005
Myanmar,1994,6.17
Myanmar,1995,6.68
Myanmar,1996,7.19
Myanmar,1997,7.51
Myanmar,1998,7.65
Myanmar,1999,8.11
Myanmar,2000,9.6
Myanmar,2001,10.649999999999999
Myanmar,2002,12.84
Myanmar,2003,15.41
Myanmar,2004,17.990000000000002
Myanmar,2005,21.45
Myanmar,2006,24.380000000000003
Myanmar,2007,26.91
Myanmar,2008,29.490000000000002
Myanmar,2009,33.53
Myanmar,2010,37.75
Myanmar,2011,39.55
Myanmar,2012,39.3
Myanmar,2013,39.03
Namibia,1991,28.32
Namibia,1992,25.47
Namibia,1993,16.740000000000002
Namibia,1994,16.01
Namibia,1995,14.23
Namibia,1996,15.92
Namibia,1997,23.78
Namibia,1998,17.29
Namibia,1999,33.18
Namibia,2000,42.790000000000006
Namibia,2001,37.42
Namibia,2002,30.840000000000003
Namibia,2003,33.78
Namibia,2004,33.580000000000005
Namibia,2005,32.24
Namibia,2006,32.04
Namibia,2007,34.49
Namibia,2008,40.9
Namibia,2009,32.9
Namibia,2010,31.39
Namibia,2011,33.56999999999999
Namibia,2012,27.799999999999997
Namibia,2013,24.96
Nepal,1991,10.17
Nepal,1992,9.98
Nepal,1993,9.77
Nepal,1994,9.86
Nepal,1995,9.94
Nepal,1996,9.870000000000001
Nepal,1997,10.26
Nepal,1998,10.309999999999999
Nepal,1999,10.27
Nepal,2000,10.240000000000002
Nepal,2001,10.22
Nepal,2002,10.22
Nepal,2003,10.27
Nepal,2004,10.319999999999999
Nepal,2005,10.429999999999998
Nepal,2006,10.469999999999999
Nepal,2007,10.66
Nepal,2008,10.790000000000001
Nepal,2009,10.990000000000002
Nepal,2010,11.13
Nepal,2011,11.979999999999999
Nepal,2012,12.06
Nepal,2013,12.22
Netherlands,1991,86.17999999999999
Netherlands,1992,87.04
Netherlands,1993,102.64999999999999
Netherlands,1994,85.05
Netherlands,1995,92.86
Netherlands,1996,97.64999999999999
Netherlands,1997,87.82
Netherlands,1998,95.46
Netherlands,1999,88.89
Netherlands,2000,90.11
Netherlands,2001,90.14
Netherlands,2002,80.87
Netherlands,2003,67.07000000000001
Netherlands,2004,78.48
Netherlands,2005,76.73
Netherlands,2006,80.46
Netherlands,2007,73.72
Netherlands,2008,87.02000000000001
Netherlands,2009,87.13000000000001
Netherlands,2010,78.39
Netherlands,2011,72.72999999999999
Netherlands,2012,90.54
Netherlands,2013,89.49000000000001
Netherlands Antilles (former),1991,79.3
Netherlands Antilles (former),1992,79.79
Netherlands Antilles (former),1993,89.46000000000001
Netherlands Antilles (former),1994,82.9
Netherlands Antilles (former),1995,89.39
Netherlands Antilles (former),1996,83.68
Netherlands Antilles (former),1997,88.89
Netherlands Antilles (former),1998,100.03
Netherlands Antilles (former),1999,102.95
Netherlands Antilles (former),2000,94.89
Netherlands Antilles (former),2001,91.77000000000001
Netherlands Antilles (former),2002,86.63
Netherlands Antilles (former),2003,82.59
Netherlands Antilles (former),2004,85.11
Netherlands Antilles (former),2005,90.78
Netherlands Antilles (former),2006,85.58
Netherlands Antilles (former),2007,81.58
Netherlands Antilles (former),2008,89.83
Netherlands Antilles (former),2009,95.35
Netherlands Antilles (former),2010,102.67
Netherlands Antilles (former),2011,0.0
Netherlands Antilles (former),2012,0.0
Netherlands Antilles (former),2013,0.0
New Caledonia,1991,61.970000000000006
New Caledonia,1992,68.88
New Caledonia,1993,62.900000000000006
New Caledonia,1994,67.28999999999999
New Caledonia,1995,64.41
New Caledonia,1996,64.04
New Caledonia,1997,71.9
New Caledonia,1998,71.91
New Caledonia,1999,68.25999999999999
New Caledonia,2000,61.36
New Caledonia,2001,66.52000000000001
New Caledonia,2002,67.32
New Caledonia,2003,69.03
New Caledonia,2004,73.53
New Caledonia,2005,71.25
New Caledonia,2006,67.42
New Caledonia,2007,75.5
New Caledonia,2008,75.1
New Caledonia,2009,79.28
New Caledonia,2010,76.66
New Caledonia,2011,79.11
New Caledonia,2012,80.0
New Caledonia,2013,82.36
New Zealand,1991,97.94999999999999
New Zealand,1992,93.5
New Zealand,1993,105.00999999999999
New Zealand,1994,89.65
New Zealand,1995,122.48999999999998
New Zealand,1996,108.55
New Zealand,1997,107.66000000000001
New Zealand,1998,99.38000000000001
New Zealand,1999,107.66
New Zealand,2000,92.47999999999999
New Zealand,2001,100.9
New Zealand,2002,104.65
New Zealand,2003,107.57000000000001
New Zealand,2004,109.16999999999999
New Zealand,2005,102.94
New Zealand,2006,109.14
New Zealand,2007,115.91999999999999
New Zealand,2008,116.66
New Zealand,2009,104.38999999999999
New Zealand,2010,96.32
New Zealand,2011,126.18
New Zealand,2012,100.92
New Zealand,2013,101.41
Nicaragua,1991,13.739999999999998
Nicaragua,1992,14.059999999999999
Nicaragua,1993,13.11
Nicaragua,1994,12.129999999999999
Nicaragua,1995,12.25
Nicaragua,1996,13.16
Nicaragua,1997,13.05
Nicaragua,1998,13.219999999999999
Nicaragua,1999,13.8
Nicaragua,2000,16.1
Nicaragua,2001,17.78
Nicaragua,2002,16.42
Nicaragua,2003,18.64
Nicaragua,2004,19.61
Nicaragua,2005,20.349999999999998
Nicaragua,2006,22.87
Nicaragua,2007,24.29
Nicaragua,2008,24.52
Nicaragua,2009,24.19
Nicaragua,2010,26.31
Nicaragua,2011,21.59
Nicaragua,2012,19.63
Nicaragua,2013,29.869999999999997
Niger,1991,16.860000000000003
Niger,1992,18.310000000000002
Niger,1993,18.81
Niger,1994,18.75
Niger,1995,17.189999999999998
Niger,1996,20.02
Niger,1997,19.869999999999997
Niger,1998,20.22
Niger,1999,20.66
Niger,2000,20.52
Niger,2001,21.089999999999996
Niger,2002,21.830000000000002
Niger,2003,22.380000000000003
Niger,2004,23.09
Niger,2005,23.46
Niger,2006,23.259999999999998
Niger,2007,23.74
Niger,2008,23.790000000000003
Niger,2009,20.04
Niger,2010,17.42
Niger,2011,17.04
Niger,2012,16.52
Niger,2013,17.200000000000003
Nigeria,1991,7.58
Nigeria,1992,7.51
Nigeria,1993,7.949999999999999
Nigeria,1994,8.34
Nigeria,1995,8.459999999999999
Nigeria,1996,8.629999999999999
Nigeria,1997,8.92
Nigeria,1998,8.95
Nigeria,1999,9.0
Nigeria,2000,8.57
Nigeria,2001,9.190000000000001
Nigeria,2002,9.65
Nigeria,2003,9.069999999999999
Nigeria,2004,9.15
Nigeria,2005,8.989999999999998
Nigeria,2006,8.370000000000001
Nigeria,2007,8.959999999999999
Nigeria,2008,9.03
Nigeria,2009,9.28
Nigeria,2010,9.42
Nigeria,2011,9.46
Nigeria,2012,9.280000000000001
Nigeria,2013,9.2
Norway,1991,51.239999999999995
Norway,1992,52.44
Norway,1993,53.71
Norway,1994,56.309999999999995
Norway,1995,57.72
Norway,1996,61.12
Norway,1997,58.22
Norway,1998,59.47
Norway,1999,57.730000000000004
Norway,2000,60.82
Norway,2001,61.56
Norway,2002,61.980000000000004
Norway,2003,62.22
Norway,2004,64.44
Norway,2005,66.05
Norway,2006,65.0
Norway,2007,65.42999999999999
Norway,2008,69.01
Norway,2009,65.99000000000001
Norway,2010,66.01
Norway,2011,66.12
Norway,2012,68.09
Norway,2013,70.89
Oman,1991,36.8
Oman,1992,37.33
Oman,1993,39.57
Oman,1994,38.34
Oman,1995,40.11
Oman,1996,41.68
Oman,1997,41.5
Oman,1998,43.68000000000001
Oman,1999,44.1
Oman,2000,34.07
Oman,2001,48.99
Oman,2002,57.959999999999994
Oman,2003,52.65
Oman,2004,47.60000000000001
Oman,2005,46.16
Oman,2006,48.959999999999994
Oman,2007,53.84
Oman,2008,60.01
Oman,2009,61.129999999999995
Oman,2010,60.3
Oman,2011,58.94
Oman,2012,62.410000000000004
Oman,2013,61.93
Pakistan,1991,12.11
Pakistan,1992,12.57
Pakistan,1993,13.67
Pakistan,1994,14.24
Pakistan,1995,14.65
Pakistan,1996,11.719999999999999
Pakistan,1997,12.48
Pakistan,1998,11.629999999999999
Pakistan,1999,11.76
Pakistan,2000,11.790000000000001
Pakistan,2001,11.879999999999999
Pakistan,2002,11.99
Pakistan,2003,12.1
Pakistan,2004,12.190000000000001
Pakistan,2005,12.25
Pakistan,2006,13.9
Pakistan,2007,14.209999999999999
Pakistan,2008,14.5
Pakistan,2009,14.8
Pakistan,2010,15.129999999999999
Pakistan,2011,15.52
Pakistan,2012,15.92
Pakistan,2013,16.409999999999997
Panama,1991,44.04
Panama,1992,43.11
Panama,1993,45.36
Panama,1994,45.41
Panama,1995,49.91
Panama,1996,49.16
Panama,1997,53.51
Panama,1998,60.25
Panama,1999,57.849999999999994
Panama,2000,58.59
Panama,2001,57.269999999999996
Panama,2002,55.67
Panama,2003,53.0
Panama,2004,52.89
Panama,2005,54.519999999999996
Panama,2006,56.099999999999994
Panama,2007,57.73
Panama,2008,59.589999999999996
Panama,2009,60.260000000000005
Panama,2010,61.03
Panama,2011,64.27
Panama,2012,67.12
Panama,2013,66.39
Paraguay,1991,73.1
Paraguay,1992,78.44000000000001
Paraguay,1993,75.32000000000001
Paraguay,1994,77.14
Paraguay,1995,79.01
Paraguay,1996,74.19999999999999
Paraguay,1997,77.01
Paraguay,1998,75.24
Paraguay,1999,76.3
Paraguay,2000,70.39
Paraguay,2001,65.47999999999999
Paraguay,2002,73.21000000000001
Paraguay,2003,62.129999999999995
Paraguay,2004,51.98
Paraguay,2005,46.42
Paraguay,2006,48.44
Paraguay,2007,43.269999999999996
Paraguay,2008,41.949999999999996
Paraguay,2009,40.97
Paraguay,2010,43.48
Paraguay,2011,50.1
Paraguay,2012,52.7
Paraguay,2013,53.61
Peru,1991,16.880000000000003
Peru,1992,17.240000000000002
Peru,1993,16.5
Peru,1994,17.42
Peru,1995,18.72
Peru,1996,18.83
Peru,1997,19.53
Peru,1998,15.850000000000001
Peru,1999,16.52
Peru,2000,16.47
Peru,2001,16.39
Peru,2002,16.91
Peru,2003,17.27
Peru,2004,17.39
Peru,2005,18.61
Peru,2006,19.62
Peru,2007,20.54
Peru,2008,20.58
Peru,2009,20.630000000000003
Peru,2010,21.200000000000003
Peru,2011,21.23
Peru,2012,21.910000000000004
Peru,2013,22.520000000000003
Philippines,1991,20.66
Philippines,1992,20.64
Philippines,1993,21.77
Philippines,1994,22.53
